GENUS,SPECIES
Tenacibaculum,adriaticum
Tenacibaculum,aestuarii
Tenacibaculum,aiptasiae
Tenacibaculum,amylolyticum
Tenacibaculum,caenipelagi
Tenacibaculum,crassostreae
Tenacibaculum,dicentrarchi
Tenacibaculum,discolor
Tenacibaculum,gallaicum
Tenacibaculum,geojense
Tenacibaculum,jejuense
Tenacibaculum,litopenaei
Tenacibaculum,litoreum
Tenacibaculum,lutimaris
Tenacibaculum,maritimum
Tenacibaculum,mesophilum
Tenacibaculum,ovolyticum
Tenacibaculum,skagerrakense
Tenacibaculum,soleae
Tenacibaculum,xiamenense
Tenuibacillus,
Tenuibacillus,multivorans
Tepidamorphus,
Tepidamorphus,gemmatus
Tepidanaerobacter,
Tepidanaerobacter,syntrophicus
Tepidibacillus,
Tepidibacillus,fermentans
Tepidibacter,
Tepidibacter,formicigenes
Tepidibacter,mesophilus
Tepidibacter,thalassicus
Tepidicella,
Tepidicella,xavieri
Tepidimicrobium,
Tepidimicrobium,ferriphilum
Tepidimicrobium,xylanilyticum
Tepidimonas,
Tepidimonas,aquatica
Tepidimonas,fonticaldi
Tepidimonas,ignava
Tepidimonas,taiwanensis
Tepidimonas,thermarum
Tepidiphilus,
Tepidiphilus,margaritifer
Tepidiphilus,succinatimandens
Tepidiphilus,thermophilus
Tepidisphaera,
Tepidisphaera,mucosa
Terasakiella,
Terasakiella,pusilla
Teredinibacter,
Teredinibacter,turnerae
Terrabacter,
Terrabacter,aeriphilus
Terrabacter,aerolatus
Terrabacter,carboxydivorans
Terrabacter,ginsenosidimutans
Terrabacter,koreensis
Terrabacter,lapilli
Terrabacter,terrae
Terrabacter,terrigena
Terrabacter,tumescens
Terracoccus,
Terracoccus,luteus
Terribacillus,
Terribacillus,aidingensis
Terribacillus,goriensis
Terribacillus,halophilus
Terribacillus,saccharophilus
Terriglobus,
Terriglobus,aquaticus
Terriglobus,roseus
Terriglobus,saanensis
Terriglobus,tenax
Terrimicrobium,
Terrimicrobium,sacchariphilum
Terrimonas,
Terrimonas,aquatica
Terrimonas,arctica
Terrimonas,ferruginea
Terrimonas,lutea
Terrimonas,pekingensis
Terrimonas,rubra
Terrisporobacter,
Terrisporobacter,glycolicus
Terrisporobacter,mayombei
Tersicoccus,
Tersicoccus,phoenicis
Tessaracoccus,
Tessaracoccus,bendigoensis
Tessaracoccus,flavescens
Tessaracoccus,lapidicaptus
Tessaracoccus,lubricantis
Tessaracoccus,oleiagri
Tetragenococcus,
Tetragenococcus,halophilus
Tetragenococcus,halophilus
Tetragenococcus,halophilus
Tetragenococcus,koreensis
Tetragenococcus,muriaticus
Tetragenococcus,osmophilus
Tetragenococcus,solitarius
Tetrasphaera,
Tetrasphaera,australiensis
Tetrasphaera,duodecadis
Tetrasphaera,elongata
Tetrasphaera,japonica
Tetrasphaera,jenkinsii
Tetrasphaera,remsis
Tetrasphaera,vanveenii
Tetrasphaera,veronensis
Tetrathiobacter,
Tetrathiobacter,kashmirensis
Tetrathiobacter,mimigardefordensis
Texcoconibacillus,
Texcoconibacillus,texcoconensis
Thalassobacillus,
Thalassobacillus,cyri
Thalassobacillus,devorans
Thalassobacillus,hwangdonensis
Thalassobacillus,pellis
Thalassobacter,
Thalassobacter,arenae
Thalassobacter,stenotrophicus
Thalassobaculum,
Thalassobaculum,litoreum
Thalassobaculum,salexigens
Thalassobius,
Thalassobius,aestuarii
Thalassobius,gelatinovorus
Thalassobius,maritimus
Thalassobius,mediterraneus
Thalassococcus,
Thalassococcus,halodurans
Thalassococcus,lentus
Thalassolituus,
Thalassolituus,marinus
Thalassolituus,oleivorans
Thalassomonas,
Thalassomonas,actiniarum
Thalassomonas,agariperforans
Thalassomonas,agarivorans
Thalassomonas,eurytherma
Thalassomonas,fusca
Thalassomonas,ganghwensis
Thalassomonas,haliotis
Thalassomonas,loyana
Thalassomonas,viridans
Thalassospira,
Thalassospira,alkalitolerans
Thalassospira,lucentensis
Thalassospira,mesophila
Thalassospira,povalilytica
Thalassospira,profundimaris
Thalassospira,tepidiphila
Thalassospira,xiamenensis
Thalassospira,xianhensis
Thalassotalea,
Thalassotalea,agariperforans
Thalassotalea,agarivorans
Thalassotalea,fusca
Thalassotalea,ganghwensis
Thalassotalea,loyana
Thalassotalea,piscium
Thalassotalea,ponticola
Thauera,
Thauera,aminoaromatica
Thauera,aromatica
Thauera,butanivorans
Thauera,chlorobenzoica
Thauera,humireducens
Thauera,linaloolentis
Thauera,mechernichensis
Thauera,phenylacetica
Thauera,selenatis
Thauera,terpenica
Thermacetogenium,
Thermacetogenium,phaeum
Thermaerobacter,
Thermaerobacter,composti
Thermaerobacter,litoralis
Thermaerobacter,marianensis
Thermaerobacter,nagasakiensis
Thermaerobacter,subterraneus
Thermanaeromonas,
Thermanaeromonas,toyohensis
Thermanaerovibrio,
Thermanaerovibrio,acidaminovorans
Thermanaerovibrio,velox
Thermasporomyces,
Thermasporomyces,composti
Thermicanus,
Thermicanus,aegyptius
Thermincola,
Thermincola,carboxydiphila
Thermincola,ferriacetica
Thermithiobacillus,
Thermithiobacillus,tepidarius
Thermoactinomyces,
Thermoactinomyces,candidus
Thermoactinomyces,daqus
Thermoactinomyces,dichotomicus
Thermoactinomyces,intermedius
Thermoactinomyces,peptonophilus
Thermoactinomyces,putidus
Thermoactinomyces,sacchari
Thermoactinomyces,thalpophilus
Thermoactinomyces,vulgaris
Thermoactinospora,
Thermoactinospora,rubra
Thermoanaerobacter,
Thermoanaerobacter,acetoethylicus
Thermoanaerobacter,brockii
Thermoanaerobacter,brockii
Thermoanaerobacter,brockii
Thermoanaerobacter,brockii
Thermoanaerobacter,ethanolicus
Thermoanaerobacter,finnii
Thermoanaerobacter,italicus
Thermoanaerobacter,kivui
Thermoanaerobacter,mathranii
Thermoanaerobacter,mathranii
Thermoanaerobacter,mathranii
Thermoanaerobacter,pentosaceus
Thermoanaerobacter,pseudethanolicus
Thermoanaerobacter,siderophilus
Thermoanaerobacter,subterraneus
Thermoanaerobacter,sulfurigignens
Thermoanaerobacter,sulfurophilus
Thermoanaerobacter,tengcongensis
Thermoanaerobacter,thermocopriae
Thermoanaerobacter,thermohydrosulfuricus
Thermoanaerobacter,uzonensis
Thermoanaerobacter,wiegelii
Thermoanaerobacter,yonseiensis
Thermoanaerobacterium,
Thermoanaerobacterium,aciditolerans
Thermoanaerobacterium,aotearoense
Thermoanaerobacterium,polysaccharolyticum
Thermoanaerobacterium,saccharolyticum
Thermoanaerobacterium,thermosaccharolyticum
Thermoanaerobacterium,thermostercoris
Thermoanaerobacterium,thermosulfurigenes
Thermoanaerobacterium,xylanolyticum
Thermoanaerobacterium,zeae
Thermoanaerobaculum,
Thermoanaerobaculum,aquaticum
Thermoanaerobium,
Thermoanaerobium,acetigenum
Thermoanaerobium,brockii
Thermobacillus,
Thermobacillus,composti
Thermobacillus,xylanilyticus
Thermobacteroides,
Thermobacteroides,acetoethylicus
Thermobacteroides,leptospartum
Thermobacteroides,proteolyticus
Thermobifida,
Thermobifida,alba
Thermobifida,cellulosilytica
Thermobifida,fusca
Thermobifida,halotolerans
Thermobispora,
Thermobispora,bispora
Thermobrachium,
Thermobrachium,celere
Thermocatellispora,
Thermocatellispora,tengchongensis
Thermochromatium,
Thermochromatium,tepidum
Thermocladium,
Thermocladium,modestius
Thermococcoides,
Thermococcoides,shengliensis
Thermococcus,
Thermococcus,acidaminovorans
Thermococcus,aegaeicus
Thermococcus,aegaeus
Thermococcus,aggregans
Thermococcus,alcaliphilus
Thermococcus,atlanticus
Thermococcus,barophilus
Thermococcus,barossii
Thermococcus,celer
Thermococcus,celericrescens
Thermococcus,chitonophagus
Thermococcus,cleftensis
Thermococcus,coalescens
Thermococcus,eurythermalis
Thermococcus,fumicolans
Thermococcus,gammatolerans
Thermococcus,gorgonarius
Thermococcus,guaymasensis
Thermococcus,hydrothermalis
Thermococcus,kodakarensis
Thermococcus,litoralis
Thermococcus,nautili
Thermococcus,pacificus
Thermococcus,paralvinellae
Thermococcus,peptonophilus
Thermococcus,prieurii
Thermococcus,profundus
Thermococcus,sibiricus
Thermococcus,siculi
Thermococcus,stetteri
Thermococcus,thioreducens
Thermococcus,waiotapuensis
Thermococcus,zilligii
Thermocrinis,
Thermocrinis,albus
Thermocrinis,minervae
Thermocrinis,ruber
Thermocrispum,
Thermocrispum,agreste
Thermocrispum,municipale
Thermodesulfatator,
Thermodesulfatator,atlanticus
Thermodesulfatator,indicus
Thermodesulfobacterium,
Thermodesulfobacterium,commune
Thermodesulfobacterium,hveragerdense
Thermodesulfobacterium,hydrogeniphilum
Thermodesulfobacterium,mobile
Thermodesulfobacterium,thermophilum
Thermodesulfobium,
Thermodesulfobium,narugense
Thermodesulforhabdus,
Thermodesulforhabdus,norvegica
Thermodesulforhabdus,norvegicus
Thermodesulfovibrio,
Thermodesulfovibrio,aggregans
Thermodesulfovibrio,hydrogeniphilus
Thermodesulfovibrio,islandicus
Thermodesulfovibrio,thiophilus
Thermodesulfovibrio,yellowstonii
Thermodiscus,
Thermodiscus,maritimus
Thermofilum,
Thermofilum,pendens
Thermoflavifilum,
Thermoflavifilum,aggregans
Thermoflavimicrobium,
Thermoflavimicrobium,dichotomicum
Thermoflexus,
Thermoflexus,hugenholtzii
Thermogemmatispora,
Thermogemmatispora,carboxidivorans
Thermogemmatispora,foliorum
Thermogemmatispora,onikobensis
Thermogutta,
Thermogutta,hypogea
Thermogutta,terrifontis
Thermogymnomonas,
Thermogymnomonas,acidicola
Thermohalobacter,
Thermohalobacter,berrensis
Thermohydrogenium,
Thermohydrogenium,kirishiense
Thermoleophilum,
Thermoleophilum,album
Thermoleophilum,minutum
Thermolithobacter,
Thermolithobacter,carboxydivorans
Thermolithobacter,ferrireducens
Thermolongibacillus,
Thermolongibacillus,altinsuensis
Thermolongibacillus,kozakliensis
Thermomarinilinea,
Thermomarinilinea,lacunifontana
Thermomicrobium,
Thermomicrobium,carboxidum
Thermomicrobium,fosteri
Thermomicrobium,roseum
Thermomonas,
Thermomonas,brevis
Thermomonas,carbonis
Thermomonas,fusca
Thermomonas,haemolytica
Thermomonas,hydrothermalis
Thermomonas,koreensis
Thermomonospora,
Thermomonospora,alba
Thermomonospora,chromogena
Thermomonospora,curvata
Thermomonospora,formosensis
Thermomonospora,fusca
Thermomonospora,mesophila
Thermomonospora,mesouviformis
Thermonema,
Thermonema,lapsum
Thermonema,rossianum
Thermophagus,
Thermophagus,xiamenensis
Thermoplasma,
Thermoplasma,acidophilum
Thermoplasma,volcanium
Thermopolyspora,
Thermopolyspora,flexuosa
Thermoproteus,
Thermoproteus,neutrophilus
Thermoproteus,tenax
Thermoproteus,uzoniensis
Thermorudis,
Thermorudis,peleae
Thermosediminibacter,
Thermosediminibacter,litoriperuensis
Thermosediminibacter,oceani
Thermosinus,
Thermosinus,carboxydivorans
Thermosipho,
Thermosipho,activus
Thermosipho,affectus
Thermosipho,africanus
Thermosipho,atlanticus
Thermosipho,geolei
Thermosipho,globiformans
Thermosipho,japonicus
Thermosipho,melanesiensis
Thermosphaera,
Thermosphaera,aggregans
Thermosporothrix,
Thermosporothrix,hazakensis
Thermosulfidibacter,
Thermosulfidibacter,takaii
Thermosulfurimonas,
Thermosulfurimonas,dismutans
Thermosyntropha,
Thermosyntropha,lipolytica
Thermosyntropha,tengcongensis
Thermotalea,
Thermotalea,metallivorans
Thermoterrabacterium,
Thermoterrabacterium,ferrireducens
Thermothrix,
Thermothrix,azorensis
Thermothrix,thiopara
Thermotoga,
Thermotoga,caldifontis
Thermotoga,elfii
Thermotoga,hypogea
Thermotoga,lettingae
Thermotoga,maritima
Thermotoga,naphthophila
Thermotoga,neapolitana
Thermotoga,petrophila
Thermotoga,profunda
Thermotoga,subterranea
Thermotoga,thermarum
Thermotunica,
Thermotunica,guangxiensis
Thermovenabulum,
Thermovenabulum,ferriorganovorum
Thermovenabulum,gondwanense
Thermovibrio,
Thermovibrio,ammonificans
Thermovibrio,guaymasensis
Thermovibrio,ruber
Thermovirga,
Thermovirga,lienii
Thermovorax,
Thermovorax,subterraneus
Thermovum,
Thermovum,composti
Thermus,
Thermus,antranikianii
Thermus,aquaticus
Thermus,arciformis
Thermus,brockianus
Thermus,caliditerrae
Thermus,chliarophilus
Thermus,composti
Thermus,filiformis
Thermus,igniterrae
Thermus,islandicus
Thermus,oshimai
Thermus,profundus
Thermus,ruber
Thermus,scotoductus
Thermus,silvanus
Thermus,tengchongensis
Thermus,thermophilus
Thialkalicoccus,
Thialkalicoccus,limnaeus
Thialkalimicrobium,
Thialkalimicrobium,aerophilum
Thialkalimicrobium,cyclicum
Thialkalimicrobium,sibiricum
Thialkalivibrio,
Thialkalivibrio,denitrificans
Thialkalivibrio,halophilus
Thialkalivibrio,jannaschii
Thialkalivibrio,nitratireducens
Thialkalivibrio,nitratis
Thialkalivibrio,paradoxus
Thialkalivibrio,thiocyanoxidans
Thialkalivibrio,versutus
Thioalbus,
Thioalbus,denitrificans
Thioalkalibacter,
Thioalkalibacter,halophilus
Thioalkalicoccus,
Thioalkalicoccus,limnaeus
Thioalkalimicrobium,
Thioalkalimicrobium,aerophilum
Thioalkalimicrobium,cyclicum
Thioalkalimicrobium,microaerophilum
Thioalkalimicrobium,sibiricum
Thioalkalispira,
Thioalkalispira,microaerophila
Thioalkalivibrio,
Thioalkalivibrio,denitrificans
Thioalkalivibrio,halophilus
Thioalkalivibrio,jannaschii
Thioalkalivibrio,nitratireducens
Thioalkalivibrio,nitratis
Thioalkalivibrio,paradoxus
Thioalkalivibrio,sulfidiphilus
Thioalkalivibrio,thiocyanodenitrificans
Thioalkalivibrio,thiocyanoxidans
Thioalkalivibrio,versutus
Thiobaca,
Thiobaca,trueperi
Thiobacillus,
Thiobacillus,acidophilus
Thiobacillus,albertis
Thiobacillus,aquaesulis
Thiobacillus,caldus
Thiobacillus,concretivorus
Thiobacillus,delicatus
Thiobacillus,denitrificans
Thiobacillus,ferrooxidans
Thiobacillus,halophilus
Thiobacillus,hydrothermalis
Thiobacillus,intermedius
Thiobacillus,neapolitanus
Thiobacillus,novellus
Thiobacillus,perometabolis
Thiobacillus,rapidicrescens
Thiobacillus,tepidarius
Thiobacillus,thermosulfatus
Thiobacillus,thiooxidans
Thiobacillus,thioparus
Thiobacillus,thiophilus
Thiobacillus,thyasiris
Thiobacillus,versutus
Thiobacimonas,
Thiobacimonas,profunda
Thiobacter,
Thiobacter,subterraneus
Thiobacterium,
Thiobacterium,bovistum
Thiocapsa,
Thiocapsa,halophila
Thiocapsa,litoralis
Thiocapsa,marina
Thiocapsa,pendens
Thiocapsa,pfennigii
Thiocapsa,rosea
Thiocapsa,roseopersicina
Thioclava,
Thioclava,dalianensis
Thioclava,pacifica
Thiococcus,
Thiococcus,pfennigii
Thiocystis,
Thiocystis,cadagnonensis
Thiocystis,chemoclinalis
Thiocystis,gelatinosa
Thiocystis,minor
Thiocystis,violacea
Thiocystis,violascens
Thiodictyon,
Thiodictyon,bacillosum
Thiodictyon,elegans
Thiofaba,
Thiofaba,tepidiphila
Thioflavicoccus,
Thioflavicoccus,mobilis
Thiogranum,
Thiogranum,longum
Thiohalobacter,
Thiohalobacter,thiocyanaticus
Thiohalocapsa,
Thiohalocapsa,halophila
Thiohalocapsa,marina
Thiohalomonas,
Thiohalomonas,denitrificans
Thiohalomonas,nitratireducens
Thiohalophilus,
Thiohalophilus,thiocyanatoxydans
Thiohalorhabdus,
Thiohalorhabdus,denitrificans
Thiohalospira,
Thiohalospira,alkaliphila
Thiohalospira,halophila
Thiolamprovum,
Thiolamprovum,pedioforme
Thiolapillus,
Thiolapillus,brandeum
Thiomargarita,
Thiomargarita,namibiensis
Thiomicrospira,
Thiomicrospira,arctica
Thiomicrospira,chilensis
Thiomicrospira,crunogena
Thiomicrospira,denitrificans
Thiomicrospira,frisia
Thiomicrospira,halophila
Thiomicrospira,kuenenii
Thiomicrospira,pelophila
Thiomicrospira,psychrophila
Thiomicrospira,thermophila
Thiomicrospira,thyasirae
Thiomonas,
Thiomonas,arsenitoxydans
Thiomonas,bhubaneswarensis
Thiomonas,cuprina
Thiomonas,delicata
Thiomonas,intermedia
Thiomonas,islandica
Thiomonas,perometabolis
Thiomonas,thermosulfata
Thiopedia,
Thiopedia,rosea
Thiophaeococcus,
Thiophaeococcus,fuscus
Thiophaeococcus,mangrovi
Thioploca,
Thioploca,araucae
Thioploca,chileae
Thioploca,ingrica
Thioploca,schmidlei
Thioprofundum,
Thioprofundum,hispidum
Thioprofundum,lithotrophicum
Thiopseudomonas,
Thiopseudomonas,denitrificans
Thioreductor,
Thioreductor,micantisoli
Thiorhodococcus,
Thiorhodococcus,bheemlicus
Thiorhodococcus,kakinadensis
Thiorhodococcus,mannitoliphagus
Thiorhodococcus,minor
Thiorhodococcus,minus
Thiorhodococcus,modestalkaliphilus
Thiorhodospira,
Thiorhodospira,sibirica
Thiorhodovibrio,
Thiorhodovibrio,winogradskyi
Thiosphaera,
Thiosphaera,pantotropha
Thiospira,
Thiospira,winogradskyi
Thiospirillum,
Thiospirillum,jenense
Thiothrix,
Thiothrix,caldifontis
Thiothrix,defluvii
Thiothrix,disciformis
Thiothrix,eikelboomii
Thiothrix,flexilis
Thiothrix,fructosivorans
Thiothrix,lacustris
Thiothrix,nivea
Thiothrix,unzii
Thiovirga,
Thiovirga,sulfuroxydans
Thiovulum,
Thiovulum,majus
Thorsellia,
Thorsellia,anophelis
Thorsellia,kandunguensis
Thorsellia,kenyensis
Tindallia,
Tindallia,californiensis
Tindallia,magadiensis
Tindallia,texcoconensis
Tissierella,
Tissierella,carlieri
Tissierella,creatinini
Tissierella,creatinophila
Tissierella,praeacuta
Tistlia,
Tistlia,consotensis
Tistrella,
Tistrella,bauzanensis
Tistrella,mobilis
Tolumonas,
Tolumonas,auensis
Tolumonas,osonensis
Tomitella,
Tomitella,biformata
Tomitella,cavernea
Tonsilliphilus,
Tonsilliphilus,suis
Toxothrix,
Toxothrix,trichogenes
Trabulsiella,
Trabulsiella,guamensis
Trabulsiella,odontotermitis
Tranquillimonas,
Tranquillimonas,alkanivorans
Treponema,
Treponema,amylovorum
Treponema,azotonutricium
Treponema,berlinense
Treponema,brennaborense
Treponema,bryantii
Treponema,caldarium
Treponema,denticola
Treponema,hyodysenteriae
Treponema,innocens
Treponema,isoptericolens
Treponema,lecithinolyticum
Treponema,maltophilum
Treponema,medium
Treponema,minutum
Treponema,pallidum
Treponema,paraluiscuniculi
Treponema,parvum
Treponema,pectinovorum
Treponema,pedis
Treponema,pertenue
Treponema,porcinum
Treponema,primitia
Treponema,putidum
Treponema,saccharophilum
Treponema,socranskii
Treponema,socranskii
Treponema,socranskii
Treponema,socranskii
Treponema,stenostreptum
Treponema,succinifaciens
Treponema,zuelzerae
Trichlorobacter,
Trichlorobacter,thiogenes
Trichococcus,
Trichococcus,collinsii
Trichococcus,flocculiformis
Trichococcus,palustris
Trichococcus,pasteurii
Trichococcus,patagoniensis
Tropheryma,
Tropheryma,whipplei
Tropicibacter,
Tropicibacter,litoreus
Tropicibacter,mediterraneus
Tropicibacter,multivorans
Tropicibacter,naphthalenivorans
Tropicibacter,phthalicicus
Tropicimonas,
Tropicimonas,aquimaris
Tropicimonas,isoalkanivorans
Tropicimonas,sediminicola
Truepera,
Truepera,radiovictrix
Trueperella,
Trueperella,abortisuis
Trueperella,bernardiae
Trueperella,bialowiezense
Trueperella,bonasi
Trueperella,pyogenes
Tsukamurella,
Tsukamurella,carboxydivorans
Tsukamurella,inchonensis
Tsukamurella,paurometabola
Tsukamurella,paurometabolum
Tsukamurella,pseudospumae
Tsukamurella,pulmonis
Tsukamurella,soli
Tsukamurella,spongiae
Tsukamurella,spumae
Tsukamurella,strandjordae
Tsukamurella,strandjordii
Tsukamurella,sunchonensis
Tsukamurella,tyrosinosolvens
Tsukamurella,wratislaviensis
Tuberibacillus,
Tuberibacillus,calidus
Tumebacillus,
Tumebacillus,flagellatus
Tumebacillus,ginsengisoli
Tumebacillus,permanentifrigoris
Turicella,
Turicella,otitidis
Turicibacter,
Turicibacter,sanguinis
Turneriella,
Turneriella,parva
Uliginosibacterium,
Uliginosibacterium,gangwonense
Ulvibacter,
Ulvibacter,antarcticus
Ulvibacter,litoralis
Ulvibacter,marinus
Umboniibacter,
Umboniibacter,marinipuniceus
Umezawaea,
Umezawaea,tangerina
Undibacterium,
Undibacterium,jejuense
Undibacterium,macrobrachii
Undibacterium,oligocarboniphilum
Undibacterium,parvum
Undibacterium,pigrum
Undibacterium,seohonense
Undibacterium,squillarum
Undibacterium,terreum
Ureaplasma,
Ureaplasma,canigenitalium
Ureaplasma,cati
Ureaplasma,diversum
Ureaplasma,felinum
Ureaplasma,gallorale
Ureaplasma,parvum
Ureaplasma,urealyticum
Ureibacillus,
Ureibacillus,composti
Ureibacillus,defluvii
Ureibacillus,suwonensis
Ureibacillus,terrenus
Ureibacillus,thermophilus
Ureibacillus,thermosphaericus
Uruburuella,
Uruburuella,suis
Vadicella,
Vadicella,arenosi
Vagococcus,
Vagococcus,acidifermentans
Vagococcus,carniphilus
Vagococcus,elongatus
Vagococcus,entomophilus
Vagococcus,fessus
Vagococcus,fluvialis
Vagococcus,lutrae
Vagococcus,penaei
